Carimbo de data/hora;NOME, APELIDO, OU NÚMERO (PARA CONTROLE INTERNO);1-	QUAL A SUA IDADE?;2-	QUAL O SEU SEXO?;3-	QUAL A SUA CIDADE E ESTADO?;4-	QUAL A SUA ESCOLARIDADE?;5-	QUAL A SUA PROFISSÃO/OCUPAÇÃO?;6-	VOCÊ PENSA NA FOFOCA COMO UMA COISA: ;7-	QUANDO A FOFOCA É A SEU RESPEITO, VOCÊ ACHA ISSO:;8-	PARA VOCÊ, O QUE É A FOFOCA? (ESCREVA UMA DEFINIÇÃO) ;9-    É POSSÍVEL VIVER SEM FOFOCAR?;10-	VOCÊ FOFOCA: ;11- PARA VOCÊ O QUE É UM(A) FOFOQUEIRO(A)?;12-	VOCÊ SE ACHA FOFOQUEIRO(A)?;13-	VOCÊ ACHA QUE (MORALMENTE) SER FOFOQUEIRO É:;14 - QUEM VOCÊ ACHA QUE FOFOCA MAIS?;15 - EM QUAL IDADE SE FOFOCA MAIS ? (marque no máximo 2);16-	VOCÊ CONHECE PESSOALMENTE UMA PESSOA FOFOQUEIRA?;17- VOCÊ ACHA QUE O QUE SE FALA NA FOFOCA É SEMPRE NEGATIVO?;18-	QUAIS TEMAS VOCÊ ACHA MAIS FREQUENTES NA FOFOCA? (MARQUE TODAS QUE SE APLICAM);19-	QUE TEMA(S) TE INTERESSA(M) MAIS EM UMA FOFOCA?;20- VOCÊ JÁ APRENDEU ALGO QUE PUDESSE USAR PARA A SUA VIDA NUMA FOFOCA? SE SIM, O QUÊ?;21-	VOCÊ CONHECE ALGUM CASO INTERESSANTE DE FOFOCA? GOSTARIA DE CONTÁ-LO RESUMIDAMENTE? (não precisa dar nomes);22-	O QUE VOCÊ ACHA QUE NÃO É ASSUNTO DE FOFOCA?OU O QUE NÃO É FOFOCA?;23-	ONDE AS PESSOAS FOFOCAM MAIS (em que lugares ou situações)?;24- MARQUE AS OPÇÕES QUE VOCÊ ACHA RELACIONADAS À FOFOCA: (quantas quiser);25-	VOCÊ CONHECE ALGUMA FOFOCA QUE AJUDOU ALGUÉM?;26-	VOCÊ CONHECE ALGUMA FOFOCA QUE PREJUDICOU ALGUÉM? ;27-	VOCÊ JÁ FOI PREJUDICADO(A) POR UMA FOFOCA NEGATIVA? ;28- VOCÊ JÁ PREJUDICOU ALGUÉM COM UMA FOFOCA NEGATIVA?;29- O QUE VOCÊ SENTE QUANDO FAZ (CONTA) UMA FOFOCA?;30- O QUE VOCÊ SENTE QUANDO OUVE UMA FOFOCA?;31-	O QUE VOCÊ FAZ OU SENTE QUANDO CHEGA ATÉ VOCÊ FOFOCA SOBRE UMA PESSOA QUE É SUA AMIGA OU PARENTE QUERIDO?;32- VOCÊ ACHA QUE TAMBÉM SE PODE FOFOCAR POR ESCRITO OU PELA INTERNET? SE SIM, COMO ACHA QUE MAIS SE FOFOCA HOJE EM DIA (PELA FALA PRESENCIAL OU PELA INTERNET)?;33-	 CONHECE ALGUM TERMO DIFERENTE, CURIOSO OU REGIONAL PARA DIZER “FOFOCA” OU “FOFOQUEIRO” QUE NÃO TENHA SIDO MENCIONADO AQUI? SE SIM, QUAL (QUAIS)?
11/13/2019 9:27:41;Carlos Brenno Fernandes Bastos de Lima;20;MASCULINO;ITABORAÍ - RJ;ENSINO MÉDIO;ESTUDANTE;RUIM/NEGATIVA;RUIM;Divulgar uma informação verídica ou não, de algum modo difamatória ou vergonhosa,  sobre outra pessoa sem seu consentimento ou ciência.;NÃO SEI;NADA;Uma pessoa que tem uma informação que tem uma informação que deveria ser guardada às sete chaves, mas não o faz.;NÃO;RUIM;DEPENDE DA SITUAÇÃO;ADULTOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, BOATOS;"Porque meus amigos estão brigados, quem deixar de namorar e está ""disponível"".";Não.;Certa vez eu estava saindo de uma aula e fui para uma área de convivência, mais ou menos, pública da faculdade, já era de noite e eu ia pedir o carregador a alguém que pudesse me emprestar, quando cheguei nessa área só tinha um casal em momento íntimo, quente e oralmente aquecido que eu não interrompi e nem contei pra ninguém.;Não sei.;Não sei, talvez quando pinte a oportunidade.;BOATO, IMPLICÂNCIA, CONFUSÃO, CURIOSIDADE, SUSSURRO, TAGARELA, MALÍCIA, NOVIDADE, DIVERSÃO, FAKE NEWS, MANIPULAÇÃO, COXIXO;NÃO;SIM;NÃO;NÃO;Não faço.;Sinto me informado.;Guardo o segredo, não sendo mais para propagá- lo.;SIM, INTERNET;Coxixo.
11/13/2019 10:11:04;Amanda ;19;FEMININO;RIO DE JANEIRO - RJ;ENSINO SUPERIOR;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Falar sobre o que não é da sua conta ;SIM;POUCO;Uma pessoa que não consegue ficar um dia sem fofocar pelo menos 3 vezes ;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;IDOSOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, NOTÍCIAS VARIADAS;acho que se a fofoca for sobre alguém com quem eu flerto, por exemplo, eu me interessaria. Mas eu n costumo ter interesse na vida alheia.;Não aprendo nem com os meus próprios erros kkkj;Teve uma época que todo mundo falava sobre a Marina rui Barbosa ter traido o marido com um ator com quem ela contracenava.;Quando falamos de nós mesmos;acho que não tem um lugar certo... Provavelmente fofocam mais quando estão próximos de pessoas de confiança, com quem tenham o mínimo de intimidade.;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, INTIMIDADE, TRAIÇÃO, CURIOSIDADE, SUSSURRO, AMIZADE, INIMIZADE, COMPETIÇÃO, ESCONDIDO, CENSURA, TAGARELA, MALÍCIA, INSINUAÇÃO, MALDADE, DIVERSÃO, FAKE NEWS, FUXICO, MANIPULAÇÃO, CONVERSA, ZOAÇÃO, PECADO, COXIXO;NÃO;SIM;SIM;NÃO;As vezes que eu faço eu geralmente paro pra me perguntar depois o porquê, e se realmente era relevante eu falar de tal pessoa. Não é que eu ache necessariamente feio, é que eu realmente acho levemente chulo e desnecessário.;Depende da fofoca.;Se for uma fofoca de mal gosto eu defendo a pessoa de quem se fala.;SIM, INTERNET;acho que não conheço
11/13/2019 10:20:53;Tia lu;21;MASCULINO;NITERÓI - RJ;ENSINO SUPERIOR;ESTUDANTE;NEUTRA/NORMAL;RUIM;Troca de informações, o suprassumo da comunicação. Ora usada para o mal, de forma depreciativa, ora usada para o bem, troca de informações;NÃO;MEDIANAMENTE;Aquele que não consegue manter para si o que não pertence ao mundo inteiro;NÃO;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, ADULTOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, NOTÍCIAS VARIADAS, BOATOS, MENTIRAS;Casos amorosos, questões de pessoal que eu não gosto;;O porteiro aqui debaixo fica dando em cima das moradoras se é que ainda não consumou o fato;;Lugares públicos, trabalho, na rua;BOATO, IMPLICÂNCIA, SEGREDO, CONFUSÃO, IRONIA, AFRONTA, INTIMIDADE, CURIOSIDADE, SUSSURRO, AMIZADE, INIMIZADE, TAGARELA, NOVIDADE, FAKE NEWS, FUXICO;SIM;SIM;NÃO;SIM;;Frenesi;Dependendo do tipo de informação, a gente averigua e depois toma alguma providência, seja essa ficar quieto ou falar com a pessoa;SIM, FALA PRESENCIAL, INTERNET;
11/13/2019 15:38:44;Agnes;24;FEMININO;RIO DE JANEIRO - RJ;ENSINO SUPERIOR;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Compartilhar informações a respeito de outros ;NÃO;POUCO;Uma pessoa que tem como principal assunto de suas conversas a vida alheia.;NÃO;NORMAL;DEPENDE DA SITUAÇÃO;ADOLESCENTES, ADULTOS;NÃO;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, JULGAMENTOS MORAIS SOBRE AS PESSOAS, NOTÍCIAS VARIADAS, BOATOS;Notícias ou temas que possam ser aplicados à minha vida.;Sim, descascar alho sem sujar as mãos.;Não ;Tudo pode ser fofoca dependendo de quem conta, da situação ou do ambiente.;Em lugares de descontração com amigos/conhecidos.;BOATO, IMPLICÂNCIA, SEGREDO, INTIMIDADE, CURIOSIDADE, CUMPLICIDADE, AMIZADE, INIMIZADE, COMPETIÇÃO, INSINUAÇÃO, DIVERSÃO, INFORMAÇÃO, FAKE NEWS, FUXICO, CONVERSA, OCULTAÇÃO;SIM;SIM;NÃO;NÃO;Detentora de informação. ;Vontade de entender a situação do outro.;Procuro checar a veracidade.;SIM, FALA PRESENCIAL;
11/13/2019 18:28:20;Sarah;33;FEMININO;NITERÓI - RJ;ENSINO SUPERIOR;Produtora de Moda;RUIM/NEGATIVA;RUIM;Uma das maiores futilidades do ser humano.;SIM;NADA;Uma pessoa medíocre.;NÃO;RUIM;DEPENDE DA SITUAÇÃO;ADOLESCENTES, IDOSOS;SIM, MUITAS;SIM;JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;Normalmente, eu não costumo dar ouvidos a fofocas, nem assisto programas que falam de vida de famosos ou acompanho sites desse tipo. A única coisa que vai me interessar é se estiverem falando de mim ou de alguém que eu conheço.;Não.;Não.;;Acredito que em reuniões de amigos, escolas, trabalho e até mesmo igrejas, são os lugares onde mais existem sempre um fofoqueiro de plantão.;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, CONFUSÃO, IRONIA, AFRONTA, TRAIÇÃO, CURIOSIDADE, SUSSURRO, CONSPIRAÇÃO, INIMIZADE, COMPETIÇÃO, ESCONDIDO, TAGARELA, BASTIDORES, INSINUAÇÃO, MALDADE, FAKE NEWS, FUXICO, MANIPULAÇÃO, OCULTAÇÃO, COXIXO;SIM;SIM;SIM;NÃO;Não sei responder a essa questão.;Não me sinto nada bem ouvindo uma fofoca. Quando ouço alguma ao meu respeito ou de alguém próximo a mim, normalmente, acho que o primeiro sentimento é mesmo a raiva.;Raiva.;SIM, INTERNET;X9, linguarudo, língua solta.
11/13/2019 18:58:15;Fernanda;44;FEMININO;SÃO PAULO - SP;ENSINO SUPERIOR;Gerente hotelaria;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Contar um fato rwal distorcido;SIM;POUCO;Alguem desocupado;NÃO;RUIM;MULHERES;ADOLESCENTES, ADULTOS;SIM, MUITAS;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;;Nao me lembro;Nao;Vida pessoal e fracassos e doenca;Trabalho;MENTIRA, BOATO, IMPLICÂNCIA, VINGANÇA, CONFUSÃO, AFRONTA, INTIMIDADE, TRAIÇÃO, COMPETIÇÃO, MALÍCIA, INSINUAÇÃO, MALDADE, MANIPULAÇÃO;NÃO;SIM;SIM;SIM;Pessimo;Ranco de mim mesa;;SIM;
11/13/2019 18:59:31;Jéssica pb;23;FEMININO;PORTO ALEGRE - RS;ENSINO SUPERIOR;Assistente financeiro ;RUIM/NEGATIVA;RUIM;Julgar as pessoas ou contar boatos ou verdades q ngm precisava saber, não deveria ser comentado ;SIM;NADA;Alguém que não tem empatia ;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, ADULTOS;SIM, MUITAS;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS;Nenhum, mas não sendo hipócrita, me interesso quando uma amiga fala dos crushs;Apenas que, se falam dos outros na sua frente, falam de você para os outros;Não ;Não é fofoca quando não há julgamentos. Quando não há maldade, quando é apenas constatação sem objetivo de desmoralizar;Trabalho, parentes juntos ;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, CONFUSÃO, TRAIÇÃO, INIMIZADE, MALÍCIA, MALDADE, FAKE NEWS, FUXICO, MANIPULAÇÃO, ZOAÇÃO;NÃO;SIM;SIM;NÃO;Se sem querer eu escapo, me sinto arrependida de ter falado ;Reprovação;Digo que não me interessa saber ;SIM, FALA PRESENCIAL, INTERNET;Linguaruda
11/13/2019 18:59:58;Gih;23;FEMININO;RECIFE - PE;ENSINO SUPERIOR;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Falar da vida dos outros.;NÃO;POUCO;Quem fala da vida dos outros. (Todo mundo).;SIM;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, IDOSOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS;Treta ;Não me recordo.;Não;Coisas q não interessam ao público em geral.;Mercearias;MENTIRA, BOATO, INVEJA, DISCRIÇÃO, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, IRONIA, AFRONTA, INTIMIDADE, COMPADRIO, TRAIÇÃO, CURIOSIDADE, SUSSURRO, MALDIÇÃO, CONSPIRAÇÃO, DETRAÇÃO, CUMPLICIDADE, AMIZADE, INIMIZADE, COMPETIÇÃO, CONTROLE, ESCONDIDO, CENSURA, TAGARELA, MALÍCIA, BASTIDORES, INSINUAÇÃO, NOVIDADE, MALDADE, DIVERSÃO, INFORMAÇÃO, FAKE NEWS, FUXICO, MANIPULAÇÃO, CONVERSA, ZOAÇÃO, OCULTAÇÃO, PECADO, COXIXO;NÃO;SIM;NÃO;NÃO;;;;;
11/13/2019 19:01:06;Mayara De Campos ;29;FEMININO;RIBEIRÃO PRETO - SP;ENSINO SUPERIOR;ESTUDANTE;RUIM/NEGATIVA;RUIM;Fofoca é comentários que afetam as pessoas negativamente;NÃO;MEDIANAMENTE;Pessoas que destilam boatos negativamente, pessoas que não possuem outros assuntos a não ser falar da vida alheia.;NÃO;RUIM;HOMENS;ADULTOS;SIM, MUITAS;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;Raramente me interesso por fofocas. Mas assunto sobre política. ;Não ;Nenhum. ;Tudo vira fofoca. ;Salão de beleza, posto de combustível,  local de trabalho. ;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, IRONIA, AFRONTA, TRAIÇÃO, SUSSURRO, MALDIÇÃO, CONSPIRAÇÃO, INIMIZADE, COMPETIÇÃO, TAGARELA, MALÍCIA, INSINUAÇÃO, MALDADE, FAKE NEWS, FUXICO, MANIPULAÇÃO, ZOAÇÃO, OCULTAÇÃO, PECADO, COXIXO;NÃO;SIM;SIM;NÃO;Me sinto mal;Me sinto chateada ;Corrijo a pessoa, digo que não gostei sobre o boato. ;SIM, FALA PRESENCIAL, INTERNET;Boca de puta, Rádio pião, curva de Rio onde para tudo... 
11/13/2019 19:03:23;Sr.Brito;31;FEMININO;SÃO PAULO - SP;ENSINO SUPERIOR;Gestora de qualidade;RUIM/NEGATIVA;RUIM;Perca de tempo de pessoas com falta de auto estima própria;NÃO SEI;NADA;Se acha ao contar e/ou conta as coisas de outra pessoa com deboche;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS, IDOSOS;SIM, MUITAS;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, JULGAMENTOS MORAIS SOBRE AS PESSOAS;Nenhum. Se me contaram não opino ( sou chata pra cassete);O Silêncio ;Não;Aqueles que apenas comentam;Trabalho e a vida dos parentes;BOATO, IMPLICÂNCIA, AFRONTA, CURIOSIDADE, CONSPIRAÇÃO, COMPETIÇÃO, MALDADE, ZOAÇÃO;NÃO;SIM;SIM;NÃO;Não faço;Silêncio;Raiva ;FALA PRESENCIAL, INTERNET;Picuinha
11/13/2019 19:03:58;Sara;23;FEMININO;VITÓRIA - ES;ENSINO MÉDIO;Estagiaria ;RUIM/NEGATIVA;NEUTRO/DEPENDE DA SITUAÇÃO;Espalhar algo sem ter certeza, falar da vida dos outros.;NÃO SEI;MEDIANAMENTE;;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, ADULTOS;SIM, MUITAS;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, JULGAMENTOS MORAIS SOBRE AS PESSOAS, MENTIRAS;"Não me interesso
Não me interesso
Não me interesso
";;;;;MENTIRA, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, INTIMIDADE, CURIOSIDADE, INIMIZADE, MALDADE, ZOAÇÃO, PECADO;NÃO;SIM;SIM;NÃO;;;;SIM, FALA PRESENCIAL;
11/13/2019 19:04:03;Marih;35;FEMININO;FRANCA - SP;ENSINO SUPERIOR;Arquiteta;RUIM/NEGATIVA;RUIM;Vc acaba prejudicando a vida de alguém qdo espalha coisas sobre ela. ;NÃO;MEDIANAMENTE;Que fala muito dos outros;NÃO;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS;SIM;SIM;JULGAMENTOS MORAIS SOBRE AS PESSOAS;;;;;;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, INTIMIDADE, TRAIÇÃO, CONSPIRAÇÃO, COMPETIÇÃO, FAKE NEWS, FUXICO;NÃO;SIM;SIM;NÃO;;;;SIM;
11/13/2019 19:13:31;Duda;21;FEMININO;SÃO PAULO - SP ;ENSINO MÉDIO;Vendedora;RUIM/NEGATIVA;NEUTRO/DEPENDE DA SITUAÇÃO;Compartilhar notícias,que não lhe diz respeito apenas para passar o tempo;SIM;POUCO;Um ser desocupado,que a vida é tão entediante que precisa cuidar da vida dos outros;NÃO;RUIM;HOMENS;ADULTOS, IDOSOS;SIM, MUITAS;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, NOTÍCIAS VARIADAS, BOATOS, MENTIRAS;Geralmente nada,não  gosto de fofocas.;A nunca confiar em ninguém. Porque quando se senta em uma mesa para falar dos outros,quando você se levanta o assunto é você. ;Disseram que uma prima da minha vó estava gravida,por conta da barriga inchada e tudo,só que ela morreu de repente e na vdd era uma solitária gigante.;Assuntos pessoais ou algo que as pessoas se sentem desconfortáveis ;Quando vão fazer visitas umas as outras;MENTIRA, BOATO, INVEJA, DISCRIÇÃO, IMPLICÂNCIA, VINGANÇA, CONFUSÃO, IRONIA, AFRONTA, INTIMIDADE, COMPADRIO, TRAIÇÃO, CURIOSIDADE, SUSSURRO, MALDIÇÃO, CONSPIRAÇÃO, DETRAÇÃO, CUMPLICIDADE, INIMIZADE, COMPETIÇÃO, CONTROLE, ESCONDIDO, TAGARELA, MALÍCIA, INSINUAÇÃO, MALDADE, FAKE NEWS, MANIPULAÇÃO, CONVERSA, ZOAÇÃO;NÃO;SIM;SIM;NÃO;Muito mal;Me sinto mal e geralmente to lição de moral;Vou tirar satisfação ;SIM, FALA PRESENCIAL;Mexiriqueiro
11/13/2019 19:35:40;Dandara ;25;FEMININO;PARATY - RJ;ENSINO MÉDIO;artesã;RUIM/NEGATIVA;RUIM;Propagação de informações pessoais as quais não lhe dizem respeito.;SIM;NADA;Uma pessoa que sente mais prazer em comentar a vida alheia do que a própria. ;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS, IDOSOS;SIM;NÃO;JULGAMENTOS MORAIS SOBRE AS PESSOAS, NOTÍCIAS VARIADAS, BOATOS, MENTIRAS;Se for alguma informação útil. ;não. ;não ;notícias verídicas e públicas ;Todos os lugares. ;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, CONFUSÃO, AFRONTA, INTIMIDADE, TRAIÇÃO, CURIOSIDADE, CONSPIRAÇÃO, INIMIZADE, COMPETIÇÃO, TAGARELA, MALDADE, FAKE NEWS, MANIPULAÇÃO;NÃO;SIM;SIM;NÃO;procuro não me meter na vida dos outros ;pena;esclareço meu ponto de vista ;SIM, INTERNET;linguarudo
11/13/2019 19:43:57;Rafynha;35;FEMININO;PARANAGUÁ - PR;ENSINO MÉDIO;Dona de casa ;RUIM/NEGATIVA;NEUTRO/DEPENDE DA SITUAÇÃO;Falta do que fazer ;SIM;NADA;A dois tipos de fofoqueira a que fala da sua vida sem saber e a que  você confia e acaba se decepcionando;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS;SIM, MUITAS;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, MENTIRAS;Vida dos artistas ;Sim ,que nao se pode confiar em ninguem;Não ;Vida dos artistas ;Salão de beleza ;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, TRAIÇÃO, INIMIZADE, ESCONDIDO, INSINUAÇÃO, MALDADE, ZOAÇÃO;NÃO;SIM;SIM;NÃO;Não faço;Que a pessoa q me falou a fofoca também fala mal de mim ;Tristeza;SIM, INTERNET;Nao
11/13/2019 19:57:35;Lilian;41;FEMININO;DIADEMA - SP ;ENSINO MÉDIO;Cabeleireira;RUIM/NEGATIVA;RUIM;Coisa de gente mal intencionada;SIM;NADA;Quem cuida da vida dos outros e esqueci que é difícil cuidar da nossa própria vida ;NÃO;RUIM;DEPENDE DA SITUAÇÃO;ADOLESCENTES;SIM, MUITAS;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, BOATOS;;Nada;Não ;Tem vários assuntos ;Onde se encontra sempre acha uma chance;MENTIRA, BOATO, FUXICO;NÃO;SIM;NÃO;NÃO;Nada de especial ;Geralmente esqueço o que foi dito;Fico mais atenta ;INTERNET;Não 
11/13/2019 20:00:50;Thais ;26;FEMININO;CURITIBA - PR;ENSINO MÉDIO;Técnica em nutrição e dietética;RUIM/NEGATIVA;RUIM;É quando uma pessoa fala sobre a vida de outra pessoa, independente se for falar bem ou mal.;SIM;NADA;Uma pessoa que tem a auto estima baixa, que precisa falar da vida alheia pra preencher um vazio que tem dentro dela, uma vida frustrada, falta do que fazer, ou simplesmente achar que a vida dos outros é mais importante que a dela mesma! ;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS, IDOSOS;SIM;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS, Sexualidade alheia, estilo de vida da pessoa vítima da fofoca.;Nenhum, tenho coisas importantes para me preocupar, tô mais interessada em ajudar alguém, conversar com uma pessoa carente, ou ler um livro, escutar uma música do que fofocar.;Aprendi sim, aprendi que minha vida é importante e que eu preciso focar nela e não na dos outros! ;Conheço mas prefiro não expor.;Não é fofoca quando a pessoa é promovida, quando ela tem alguma coisa de bom pra compartilhar, quando a pessoa conquista algo, não vira fofoca, a alegria dos outros não é compartilhada! Somente tristezas e podres!;Na rua, geralmente pessoas que não tem o que fazer, em reunião de família, motivo até de brigas em muitas situações, desavenças, ambiente de trabalho, acho bem Chernobyl! ;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, CONFUSÃO, AFRONTA, INTIMIDADE, TRAIÇÃO, CURIOSIDADE, SUSSURRO, MALDIÇÃO, CONSPIRAÇÃO, DETRAÇÃO, INIMIZADE, COMPETIÇÃO, CONTROLE, MALÍCIA, BASTIDORES, INSINUAÇÃO, MALDADE, FAKE NEWS, FUXICO, MANIPULAÇÃO, ZOAÇÃO, OCULTAÇÃO, PECADO, COXIXO, Ociosidade! ;NÃO;SIM;SIM;SIM;Me sinto uma péssima pessoa por fazer isso, eu fujo disso porque já fiz, e não foi legal! Prefiro evitar, mudar de assunto, sair de perto! ;Me sinto contaminada com energias negativas! ;"Eu falo que não quero saber, não passo pra frente, corto na hora esse ""ciclo"".";SIM, FALA PRESENCIAL, INTERNET;Vagabundo, desocupado, Fifi.
11/13/2019 20:29:43;Cris;29;FEMININO;SÃO PAULO - SP;ENSINO SUPERIOR;escriturária;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Comentário ;NÃO;MEDIANAMENTE;Pessoa que só sabe falar mal de alguém ;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, BOATOS;A vida dos conhecidos;Sim. Não falar da MiNHA vida;;NOTÍCIAS ;Local de trabalho/rodinha  de colegas;MENTIRA, INVEJA, IMPLICÂNCIA, CONFUSÃO, AFRONTA, INTIMIDADE, TRAIÇÃO, ESCONDIDO, INSINUAÇÃO, FUXICO, CONVERSA;NÃO;NÃO;NÃO;NÃO;Nada ;Nada;Digo que conduz ou não condiz com sua conduta;NÃO;"Lá vem a ""G1"" (site de notícias da Globo) "
11/13/2019 20:47:10;NARA;23;FEMININO;APARECIDA DE GOIÂNIA - GO;ENSINO SUPERIOR;Auxiliar administrativo ;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Pessoas falando da vida alheia, de notícias de souberam ou impressão que tiveram!;NÃO;MEDIANAMENTE;Uma pessoa em quem não se pode confiar, que está sempre levando e trazendo tudo o que se passa ao seu redor;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS;A intensidade depende da relação que vc tem com a pessoa;Não me lembro;Não me lembro;Não é fofoca quando a parte mencionada está fazendo parte da conversa;No trabalho;BOATO, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, AFRONTA, TRAIÇÃO, CURIOSIDADE, SUSSURRO, CONSPIRAÇÃO, INIMIZADE, BASTIDORES, INSINUAÇÃO, NOVIDADE, INFORMAÇÃO, FUXICO, CONVERSA, ZOAÇÃO;NÃO;NÃO;NÃO;NÃO;Geralmente fofoca da vida de quem não gosto, então é só um prazer em difamar a pessoa para os meus amigos. ;Nada ;Eu defendo a pessoa e conto pra ela;INTERNET;Não 
